CATEGORÍA;ID MÉTRICA;NOMBRE MÉTRICA;EQUIPO;PERIODO;VALOR;DORSAL DEL JUGADOR;NOMBRE DEL JUGADOR;DORSAL DEL JUGADOR SECUNDARIO;NOMBRE DEL JUGADOR SECUNDARIO;ID JUGADOR;ID JUGADOR SECUNDARIO;ID EQUIPO;ID PARTIDO
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin90;Centroide colectivo global minuto 90;Atlético de Madrid;Total Partido;46,25;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE2T;Centroide colectivo global minuto +90;Villarreal CF;Total Partido;46,3;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE2T;Centroide colectivo global minuto +90;Atlético de Madrid;Total Partido;45,94;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobal;Centroide colectivo global;Villarreal CF;Total Partido;46,3;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobal;Centroide colectivo global;Atlético de Madrid;Total Partido;45,94;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidDefensive;Centroide defensivo total (m);Villarreal CF;Total Partido;43,15;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidDefensive;Centroide defensivo total (m);Atlético de Madrid;Total Partido;42,06;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidOffensive;Centroide ofensivo total (m);Villarreal CF;Total Partido;49,77;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidOffensive;Centroide ofensivo total (m);Atlético de Madrid;Total Partido;49,45;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative;Iniciativa de Juego (Puntos);Villarreal CF;Total Partido;45,95906267645398;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative;Iniciativa de Juego (Puntos);Atlético de Madrid;Total Partido;54,04093732354602;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative1T;Iniciativa de Juego (Puntos);Villarreal CF;1P;50,078947368421055;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative1T;Iniciativa de Juego (Puntos);Atlético de Madrid;1P;49,921052631578945;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative2T;Iniciativa de Juego (Puntos);Villarreal CF;2P;43,61353711790394;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative2T;Iniciativa de Juego (Puntos);Atlético de Madrid;2P;56,38646288209607;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio;Ratio de Posesión Balón a Favor - en Contra (%);Villarreal CF;Total Partido;-5,081874647092036;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio;Ratio de Posesión Balón a Favor - en Contra (%);Atlético de Madrid;Total Partido;5,081874647092036;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio1T;Ratio de Posesión Balón a Favor - en Contra (%);Villarreal CF;1P;3,1578947368421098;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio1T;Ratio de Posesión Balón a Favor - en Contra (%);Atlético de Madrid;1P;-3,1578947368421098;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio2T;Ratio de Posesión Balón a Favor - en Contra (%);Villarreal CF;2P;-12,77292576419213;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio2T;Ratio de Posesión Balón a Favor - en Contra (%);Atlético de Madrid;2P;12,77292576419213;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment;Elaboración Ofensiva (Pases/Posesión);Villarreal CF;Total Partido;6,448717948717949;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment;Elaboración Ofensiva (Pases/Posesión);Atlético de Madrid;Total Partido;7,670731707317073;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment1T;Elaboración Ofensiva (Pases/Posesión);Villarreal CF;1P;5,844444444444444;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment1T;Elaboración Ofensiva (Pases/Posesión);Atlético de Madrid;1P;6,4772727272727275;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment2T;Elaboración Ofensiva (Pases/Posesión);Villarreal CF;2P;7,2727272727272725;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment2T;Elaboración Ofensiva (Pases/Posesión);Atlético de Madrid;2P;9,052631578947368;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate;Ritmo de Circulación (Pases/Min);Villarreal CF;Total Partido;15,56216537775134;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate;Ritmo de Circulación (Pases/Min);Atlético de Madrid;Total Partido;17,635679742074153;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate1T;Ritmo de Circulación (Pases/Min);Villarreal CF;1P;14,965986394557824;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate1T;Ritmo de Circulación (Pases/Min);Atlético de Madrid;1P;17,53623188405797;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate2T;Ritmo de Circulación (Pases/Min);Villarreal CF;2P;16,220275344180227;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate2T;Ritmo de Circulación (Pases/Min);Atlético de Madrid;2P;17,71539206195547;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses;Modo de Canalización (% Pase Largo);Villarreal CF;Total Partido;9,74155069582505;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses;Modo de Canalización (% Pase Largo);Atlético de Madrid;Total Partido;7,631160572337043;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses1T;Modo de Canalización (% Pase Largo);Villarreal CF;1P;10,64638783269962;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses1T;Modo de Canalización (% Pase Largo);Atlético de Madrid;1P;7,017543859649122;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses2T;Modo de Canalización (% Pase Largo);Villarreal CF;2P;8,75;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses2T;Modo de Canalización (% Pase Largo);Atlético de Madrid;2P;8,13953488372093;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate;Ritmo de Recuperación (Recuperaciones/Min);Villarreal CF;Total Partido;1,8377216550241806;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate;Ritmo de Recuperación (Recuperaciones/Min);Atlético de Madrid;Total Partido;1,9274241522903035;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate1T;Ritmo de Recuperación (Recuperaciones/Min);Villarreal CF;1P;2,318840579710145;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate1T;Ritmo de Recuperación (Recuperaciones/Min);Atlético de Madrid;1P;2,0408163265306123;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate2T;Ritmo de Recuperación (Recuperaciones/Min);Villarreal CF;2P;1,4520813165537272;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamRecoveryRate2T;Ritmo de Recuperación (Recuperaciones/Min);Atlético de Madrid;2P;1,802252816020025;;;;;;;34;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamGoalsDistributionFavourDynamic;Distribución Goles a Favor (% Juego Dinámico);Villarreal CF;Total Partido;50;;;;;;;64;11120
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamGoalsDistributionFavourDynamic;Distribución Goles a Favor (% Juego Dinámico);Atlético de Madrid;Total Partido;100;;;;;;;34;11120
